p_0,v_0,t_0,p_1,v_1,t_1,p_2,v_2,t_2,p_3,v_3,t_3,p_4,v_4,t_4,p_5,v_5,t_5
5.477482172,79.72274777,0.335436242,4.134945562,77.01895611,0.338630872,5.23184589,77.84986793,0.32904698,5.92170745,79.76604431,0.322657718,5.32041941,79.69813639,0.322657718,4.600417232,77.05213487,0.322657718
5.550431755,79.70850722,0.338255034,4.18555298,76.94528376,0.34147651,5.289336637,77.74351352,0.331812081,5.92352039,79.75669663,0.325369128,5.39094889,79.66921568,0.325369128,4.588069505,77.02907343,0.325369128
5.611930474,79.68944904,0.341073826,4.247221564,76.87005912,0.344322148,5.333646085,77.62553472,0.334577181,5.899385176,79.74177361,0.328080537,5.457868189,79.63744412,0.328080537,4.581395396,77.00290863,0.328080537
5.649810511,79.66562173,0.343892617,4.301619372,76.79400623,0.347167785,5.363194797,77.50246101,0.337342282,5.86251675,79.71712384,0.330791946,5.490489458,79.60177874,0.330791946,4.584756054,76.97187607,0.330791946
5.653632034,79.63629429,0.346711409,4.326531804,76.7185042,0.350013423,5.377665614,77.37469548,0.340107383,5.849063117,79.68740499,0.333503356,5.497482858,79.56447258,0.333503356,4.594319772,76.93860044,0.333503356
5.664895055,79.60483939,0.349530201,4.32649457,76.64390441,0.35285906,5.380991015,77.24223515,0.342872483,5.859318995,79.65298619,0.336214765,5.481377404,79.52566072,0.336214765,4.609606863,76.90327632,0.336214765
5.690207613,79.57162656,0.352348993,4.296944334,76.57086449,0.355704698,5.393581528,77.10916624,0.345637584,5.926468216,79.61128341,0.338926174,5.43615099,79.48467259,0.338926174,4.633482172,76.86509211,0.338926174
5.762561438,79.53735344,0.355167785,4.265923723,76.500977,0.358550336,5.416496257,76.97606821,0.348402685,6.011630058,79.56578516,0.341637584,5.392722134,79.44240491,0.341637584,4.657686002,76.82547822,0.341637584
5.856678144,79.50378534,0.357986577,4.259763341,76.43371548,0.361395973,5.46255475,76.84525772,0.351167785,6.106206259,79.51724255,0.344348993,5.355727473,79.3990272,0.344348993,4.680874981,76.78466569,0.344348993
5.951453897,79.4713285,0.360805369,4.285635601,76.36926388,0.364241611,5.523559185,76.71867281,0.353932886,6.184555292,79.46493955,0.347060403,5.35430829,79.35381528,0.347060403,4.695735958,76.74208542,0.347060403
6.025085064,79.44091142,0.363624161,4.376599714,76.30979177,0.367087248,5.595466311,76.59614562,0.356697987,6.23921183,79.41123997,0.349771812,5.392156258,79.30713826,0.349771812,4.704603316,76.69808951,0.349771812
6.045154955,79.41410231,0.366442953,4.494516743,76.25439878,0.369932886,5.680604504,76.48024748,0.359463087,6.279320636,79.3568127,0.352483221,5.459350097,79.25924462,0.352483221,4.711408852,76.65287138,0.352483221
6.044100959,79.39002963,0.369261745,4.620810233,76.20267489,0.372778523,5.787109965,76.37320265,0.362228188,6.310283159,79.30244504,0.355194631,5.56584158,79.20932357,0.355194631,4.723363219,76.60547909,0.355194631
6.028245473,79.36879312,0.372080537,4.735550259,76.15557856,0.375624161,5.911067886,76.27272172,0.364993289,6.359496007,79.24954759,0.35790604,5.681310065,79.15749675,0.35790604,4.754680068,76.55584711,0.35790604
6.049706108,79.35246305,0.374899329,4.810678305,76.1142106,0.378469799,6.056972987,76.18014395,0.367758389,6.424952455,79.19810342,0.36061745,5.796430343,79.10420235,0.36061745,4.803188463,76.50447174,0.36061745
6.116576743,79.33905601,0.377718121,4.867831644,76.07679826,0.381315436,6.221358879,76.09934703,0.37052349,6.519344175,79.14948101,0.363328859,5.897506188,79.04866183,0.363328859,4.88225324,76.4503934,0.363328859
6.221354157,79.32832378,0.380536913,4.912042296,76.04334207,0.384161074,6.380119643,76.02562144,0.373288591,6.626290158,79.10424698,0.366040268,5.981722684,78.99085225,0.366040268,4.986796312,76.39376623,0.366040268
6.36359957,79.32100104,0.383355705,4.972163062,76.01603176,0.387006711,6.529446056,75.95893834,0.376053691,6.734316317,79.06137762,0.368751678,6.059544318,78.93146685,0.368751678,5.103382457,76.33554078,0.368751678
6.491970627,79.31631902,0.386174497,5.054699104,75.99271471,0.389852349,6.630221086,75.90398895,0.378818792,6.83439195,79.02176734,0.371463087,6.135152432,78.86991903,0.371463087,5.229516102,76.27533427,0.371463087
6.594756293,79.31331988,0.388993289,5.151678445,75.97292501,0.392697987,6.69987429,75.85518305,0.381583893,6.919390244,78.98517555,0.374174497,6.221966991,78.80614744,0.374174497,5.34581112,76.21390203,0.374174497
6.658075367,79.31197564,0.391812081,5.256114748,75.9574001,0.395543624,6.742804506,75.81212756,0.384348993,6.998932451,78.95016273,0.376885906,6.313998804,78.74107747,0.376885906,5.449601312,76.15223165,0.376885906
6.673239322,79.31218709,0.394630872,5.339272748,75.94623042,0.398389262,6.761410569,75.77716401,0.387114094,7.074903034,78.91686775,0.379597315,6.411079574,78.67446348,0.379597315,5.532629796,76.09069417,0.379597315
6.680226597,79.31288956,0.397449664,5.405213002,75.93794932,0.401234899,6.784317808,75.74749448,0.389879195,7.158093957,78.88460358,0.382308725,6.494195113,78.60652362,0.382308725,5.58651358,76.03110742,0.382308725
6.684784512,79.31393232,0.400268456,5.453862333,75.93247023,0.404080537,6.81392355,75.72183602,0.392644295,7.243952183,78.85252576,0.385020134,6.562615568,78.53810712,0.385020134,5.626479022,75.97358424,0.385020134
6.708765167,79.31479928,0.403087248,5.497897947,75.93108963,0.406926174,6.858904023,75.70116547,0.395409396,7.332144623,78.82045878,0.387731544,6.610711416,78.4692838,0.387731544,5.651797021,75.91891814,0.387731544
6.7423979,79.31506159,0.40590604,5.548789428,75.93198364,0.409771812,6.907922207,75.68492235,0.398174497,7.404836412,78.78766604,0.390442953,6.634597323,78.40077497,0.390442953,5.667075495,75.87053667,0.390442953
6.776344765,79.31477834,0.408724832,5.601317743,75.93497286,0.41261745,6.951117036,75.67173395,0.400939597,7.461115793,78.75435795,0.393154362,6.650729942,78.33294149,0.393154362,5.676184288,75.82688218,0.393154362
6.797846324,79.31375547,0.411543624,5.644758499,75.94054829,0.415463087,6.980867263,75.66214416,0.403704698,7.497555076,78.72046234,0.395865772,6.659993126,78.26597231,0.395865772,5.67845928,75.78867209,0.395865772
6.790260452,79.31243119,0.414362416,5.64853496,75.94891726,0.418308725,6.985106573,75.65803199,0.406469799,7.504595366,78.68615153,0.398577181,6.660115595,78.20181341,0.398577181,5.656074538,75.76190145,0.398577181
6.769902118,79.31130345,0.417181208,5.622905612,75.95955182,0.421154362,6.983028843,75.65790632,0.409234899,7.50602312,78.6522484,0.401288591,6.649606523,78.1400307,0.401288591,5.616043226,75.7425194,0.401288591
6.739626708,79.31052889,0.42,5.567707943,75.97255392,0.424,6.976903095,75.66190892,0.412,7.502944398,78.6188193,0.404,6.627884129,78.08071008,0.404,5.55794531,75.73063772,0.404
