p_0,v_0,t_0,p_1,v_1,t_1,p_2,v_2,t_2,p_3,v_3,t_3,p_4,v_4,t_4,p_5,v_5,t_5,p_6,v_6,t_6
3.04302849,91.70140324,0.35661745,5.584241312,91.48988626,0.345020134,4.994147066,90.87258461,0.327624161,2.56482204,89.7403243,0.33052349,4.939997644,90.26662776,0.321825503,4.360492955,91.24683443,0.318926174,3.465653731,87.00891172,0.327624161
3.048307704,92.06266686,0.359919463,5.621139098,91.64383711,0.348214765,5.052666576,90.92892082,0.330657718,2.618963861,89.95281961,0.333583893,4.99944494,90.39775338,0.324805369,4.41339292,91.47638412,0.321879195,3.466976399,87.19150578,0.330657718
3.045944844,92.47754035,0.363221477,5.647177944,91.82838704,0.351409396,5.110123833,90.98244503,0.333691275,2.645780413,90.1964641,0.336644295,5.037671327,90.54937125,0.327785235,4.463642843,91.71964289,0.324832215,3.449267353,87.3850278,0.333691275
3.056307155,92.93656652,0.36652349,5.657654052,92.04197291,0.354604027,5.162884601,91.03718276,0.336724832,2.64330507,90.47760078,0.339704698,5.065899062,90.73378159,0.330765101,4.514486306,91.98037512,0.327785235,3.423231846,87.59078143,0.336724832
3.086668881,93.43994472,0.369825503,5.662352203,92.28379287,0.357798658,5.206289312,91.09895914,0.339758389,2.646246347,90.80453788,0.342765101,5.102910869,90.94562905,0.333744966,4.578651632,92.26832322,0.330738255,3.406174835,87.81181413,0.339758389
3.138765246,93.98756569,0.373127517,5.672718745,92.55525689,0.360993289,5.240480791,91.18035603,0.342791946,2.67488616,91.16835414,0.345825503,5.15306701,91.18709499,0.336724832,4.653578717,92.57758811,0.333691275,3.426979338,88.05360006,0.342791946
3.2098639,94.57902543,0.37642953,5.701849708,92.8577739,0.364187919,5.274175102,91.28354844,0.345825503,2.729932259,91.57013335,0.348885906,5.223066822,91.4659064,0.339704698,4.736411973,92.90913444,0.336644295,3.472445316,88.31192937,0.345825503
3.294780791,95.21792679,0.379731544,5.768339382,93.20176256,0.36738255,5.3103293,91.41280242,0.34885906,2.808083732,92.0119808,0.351946309,5.30681082,91.79490969,0.342684564,4.821599656,93.26924321,0.339597315,3.5331306,88.58744988,0.34885906
3.386515835,95.90527271,0.383033557,5.857620609,93.58333914,0.370577181,5.35220734,91.57435948,0.351892617,2.877612275,92.5117968,0.355006711,5.391857033,92.16367334,0.34566443,4.89498511,93.66248546,0.342550336,3.596517921,88.88178229,0.351892617
3.480241317,96.63257202,0.38633557,5.952177453,94.00103084,0.373771812,5.397872221,91.79002138,0.354926174,2.925719955,93.0541319,0.358067114,5.475587367,92.5736878,0.348644295,4.960055763,94.08077955,0.345503356,3.642936152,89.2030007,0.354926174
3.573663934,97.39816456,0.389637584,6.040543073,94.45593585,0.376966443,5.43955648,92.05055174,0.357959732,2.960535155,93.63979097,0.361127517,5.55514825,93.03514372,0.351624161,5.020151936,94.52409975,0.348456376,3.684314486,89.54408904,0.357959732
3.665041499,98.20008398,0.392939597,6.11427104,94.9491292,0.380161074,5.476074643,92.35940031,0.360993289,2.992115726,94.26953023,0.364187919,5.635619759,93.55619703,0.354604027,5.087066691,94.99977153,0.351409396,3.728959862,89.90535131,0.360993289
3.753154135,99.03603089,0.396241611,6.174708388,95.49284679,0.383355705,5.506638274,92.71997549,0.364026846,3.054786443,94.96015012,0.367248322,5.720891201,94.12232353,0.357583893,5.173410712,95.50467052,0.354362416,3.785455085,90.28706451,0.364026846
3.8366586,99.90788208,0.399543624,6.242922996,96.08067641,0.386550336,5.539472884,93.16382433,0.367060403,3.150713303,95.69978984,0.370308725,5.812058434,94.73320918,0.360563758,5.268768562,96.03202305,0.357315436,3.860720625,90.69856287,0.367060403
3.914908529,100.8080808,0.402845638,6.32847155,96.71071444,0.389744966,5.584087519,93.67011333,0.37009396,3.262917952,96.48367642,0.373369128,5.910859294,95.3981582,0.363543624,5.366367027,96.58103969,0.360268456,3.927783952,91.13042048,0.37009396
3.986600794,101.7297967,0.406147651,6.434158121,97.38351131,0.392939597,5.6418332,94.2395556,0.373127517,3.378205114,97.3108225,0.37642953,6.010948285,96.11589759,0.36652349,5.434627291,97.15813607,0.363221477,3.974049131,91.58207918,0.373127517
4.050334456,102.6686517,0.409449664,6.557693772,98.09939456,0.396134228,5.713514609,94.87348046,0.376161074,3.471135437,98.18890939,0.379489933,6.105510075,96.87129212,0.369503356,5.457574709,97.75531922,0.366174497,3.988820671,92.05324954,0.376161074
4.105868599,103.6198696,0.412751678,6.684913763,98.87005921,0.399328859,5.79721049,95.59812859,0.379194631,3.538374931,99.11128258,0.382550336,6.190575939,97.66193681,0.372483221,5.448041608,98.36855986,0.369127517,3.957998963,92.55084642,0.379194631
4.15479291,104.5782661,0.416053691,6.796876233,99.68437444,0.40252349,5.883494817,96.39188344,0.382228188,3.59755481,100.0663583,0.385610738,6.255808903,98.49207631,0.375463087,5.412644003,98.99666906,0.372080537,3.91660573,93.06832746,0.382228188
4.205173518,105.5360529,0.419355705,6.888330455,100.5380968,0.405718121,5.971909659,97.24773593,0.385261745,3.656974752,101.0508353,0.388671141,6.298177381,99.3526434,0.378442953,5.393546076,99.64311658,0.375033557,3.882350739,93.60374725,0.385261745
4.268618754,106.4850472,0.422657718,6.958050127,101.4289582,0.408912752,6.062538062,98.16362147,0.388295302,3.726609647,102.0635809,0.391731544,6.326830643,100.2323897,0.381422819,5.420339891,100.2992627,0.377986577,3.86789787,94.15659165,0.388295302
4.352057012,107.4196517,0.425959732,7.008384657,102.3542683,0.412107383,6.158132658,99.15283627,0.391328859,3.800176334,103.1001795,0.394791946,6.346424093,101.1277937,0.384402685,5.491945862,100.9633457,0.380939597,3.894360902,94.73100871,0.391328859
4.458719999,108.3348177,0.429261745,7.047465946,103.3176271,0.415302013,6.252954605,100.196728,0.394362416,3.867107114,104.1483263,0.397852349,6.36889792,102.0359177,0.38738255,5.611737071,101.6343259,0.383892617,3.951946385,95.32186853,0.394362416
4.587831597,109.226109,0.432563758,7.092720162,104.3051376,0.418496644,6.338997182,101.2822313,0.397395973,3.928541894,105.2036744,0.400912752,6.410892956,102.9465518,0.390362416,5.761173579,102.3110664,0.386845638,4.030596969,95.92554038,0.397395973
4.734084878,110.0881668,0.435865772,7.153119078,105.3107099,0.421691275,6.410319337,102.4041899,0.40042953,3.987808025,106.2617655,0.403973154,6.472466901,103.8542837,0.393342282,5.906619632,102.9891593,0.389798658,4.125795046,96.54073952,0.40042953
4.883492495,110.9117911,0.439167785,7.234744684,106.3294532,0.424885906,6.453274818,103.5616971,0.403463087,4.075310261,107.3123549,0.407033557,6.554235229,104.7557438,0.396322148,6.044663168,103.6673578,0.392751678,4.234381522,97.16792734,0.403463087
5.024521965,111.7006656,0.442469799,7.341310704,107.3563479,0.428080537,6.473657603,104.7399413,0.406496644,4.196074663,108.3500251,0.41009396,6.656898494,105.6412765,0.399302013,6.170630703,104.3437315,0.395704698,4.345197289,97.803457,0.406496644
5.1551924,112.4520796,0.445771812,7.475226494,108.3842427,0.431275168,6.48903324,105.9269261,0.409530201,4.343696058,109.3705234,0.413154362,6.766872374,106.5065674,0.402281879,6.292989837,105.0135837,0.398657718,4.448107915,98.44380799,0.409530201
5.278415563,113.1629134,0.449073826,7.618773648,109.4051838,0.434469799,6.510086418,107.116543,0.412563758,4.509924194,110.3695785,0.416214765,6.880405872,107.3512209,0.405261745,6.413442402,105.6756626,0.401610738,4.53672058,99.08730535,0.412563758
5.401108427,113.829627,0.452375839,7.76394684,110.41424,0.43766443,6.55667032,108.2992646,0.415597315,4.668458252,111.3304193,0.419275168,6.996142843,108.1727959,0.408241611,6.528856557,106.3280779,0.404563758,4.598782491,99.73155661,0.415597315
5.535469844,114.4414724,0.455677852,7.906172129,111.406411,0.44085906,6.64380174,109.4600076,0.418630872,4.802942911,112.2507052,0.42233557,7.116428497,108.9557529,0.411221477,6.62823497,106.9644312,0.407516779,4.635809156,100.3706833,0.418630872
5.690521015,114.9911103,0.458979866,8.043341054,112.3766046,0.444053691,6.758119793,110.5945382,0.42166443,4.919582283,113.1284206,0.425395973,7.240236417,109.7009571,0.414201342,6.702879359,107.5773311,0.410469799,4.667075756,101.0007927,0.42166443
5.862013089,115.48254,0.462281879,8.178021097,113.3072238,0.447248322,6.893286128,111.6971498,0.424697987,5.023822886,113.9587783,0.428456376,7.36359063,110.4085224,0.417181208,6.768579666,108.1679104,0.413422819,4.702284894,101.6181244,0.424697987
6.044354776,115.9138916,0.465583893,8.313332008,114.1978449,0.450442953,7.04046592,112.7558452,0.427731544,5.127945883,114.7229084,0.431516779,7.483554753,111.0752522,0.420161074,6.833773756,108.7337109,0.416375839,4.755993537,102.2153609,0.427731544
6.230821015,116.2845007,0.468885906,8.447710784,115.0430745,0.453637584,7.184200636,113.7491649,0.430765101,5.243230075,115.412944,0.434577181,7.589477076,111.6745587,0.42314094,6.925768278,109.2603676,0.419328859,4.838608975,102.7778667,0.430765101
6.414738141,116.5949639,0.472187919,8.580067974,115.8371563,0.456832215,7.322415882,114.6850286,0.433798658,5.370348812,116.0381862,0.437637584,7.687001939,112.2172952,0.426120805,7.056808204,109.747643,0.422281879,4.935081627,103.3076444,0.433798658
6.590592609,116.8370091,0.475489933,8.709808478,116.5746349,0.460026846,7.45677462,115.5582313,0.436832215,5.51287879,116.5966105,0.440697987,7.784926967,112.7057687,0.429100671,7.212841132,110.2004617,0.425234899,5.040806589,103.8010601,0.436832215
6.766477053,117.0232267,0.478791946,8.849242467,117.2286599,0.463221477,7.590348644,116.3585033,0.439865772,5.678921816,117.0785669,0.443758389,7.890397919,113.138358,0.432080537,7.387644859,110.6178534,0.428187919,5.150936384,104.2516059,0.439865772
6.96228324,117.162446,0.48209396,9.017884047,117.8147925,0.466416107,7.732164236,117.0502867,0.442899329,5.892127429,117.4681079,0.446818792,8.033858578,113.485906,0.435060403,7.562089358,110.9822379,0.43114094,5.274234967,104.6388276,0.442899329
7.20600555,117.2594901,0.485395973,9.22848009,118.3322379,0.469610738,7.881753266,117.6585511,0.445932886,6.147506014,117.7885276,0.449879195,8.215694103,113.7734875,0.438040268,7.731448571,111.3057027,0.43409396,5.422637769,104.9777676,0.445932886
7.530228648,117.3191851,0.488697987,9.488211119,118.7798899,0.472805369,8.038327959,118.1813975,0.448966443,6.443254532,118.040552,0.452939597,8.434636058,114.0041062,0.441020134,7.907811002,111.5915962,0.43704698,5.60368125,105.2672475,0.448966443
7.969230102,117.346232,0.492,9.79877373,119.1570455,0.476,8.200841053,118.6171506,0.452,6.776025191,118.2250275,0.456,8.690911351,114.1783485,0.444,8.100720965,111.8396526,0.44,5.824705684,105.5061728,0.452
